url	date	source	title	company	status	notes
https://job-boards.greenhouse.io/vercel/jobs/5843010004	2026-04-16	greenhouse-api	Anti-Abuse Automation Engineer	Vercel	added
https://databricks.com/company/careers/open-positions/job?gh_jid=8459908002	2026-04-16	greenhouse-api	Network Automation Engineer 	Databricks	added
https://databricks.com/company/careers/open-positions/job?gh_jid=8463169002	2026-04-16	greenhouse-api	Sr. IT Systems/Automation Engineer	Databricks	added
https://job-boards.greenhouse.io/knowbe4/jobs/8500816002	2026-04-30	websearch	QA Engineer (MIS) Remote	KnowBe4	added
https://jobs.lever.co/dronedeploy/487cfa63-2c07-4021-ba37-0a8dcdc583ee	2026-04-30	websearch	Lead QA Engineer	DroneDeploy	added
https://jobs.lever.co/insiderone/9975b5f6-2f14-4562-a58e-665648d9f7e6	2026-04-30	websearch	Senior Software QA Engineer	Insider One	added
https://jobs.lever.co/jobgether/a49e19eb-e929-452a-be54-fdfb5326d80a	2026-04-30	websearch	QA Engineer (Remote)	Jobgether	added
https://jobs.lever.co/proof/b166af7e-3328-4c50-9561-dde7cc009501	2026-04-30	websearch	Senior Software QA Engineer	Proof	added
https://job-boards.greenhouse.io/clickhouse/jobs/5654027004	2026-04-30	websearch	QA Engineer - Core Database	ClickHouse	added
https://jobs.lever.co/termgrid/2a9ee045-1672-4d18-9410-4239c37965ab	2026-04-30	websearch	Manual QA Engineer	Termgrid	skipped_title	Contains 'Manual'
https://jobs.lever.co/smart-working-solutions/bdcdd311-40f8-433c-85ce-19f9e7af4523	2026-04-30	websearch	QA Automation Engineer	Smart Working Solutions	added
https://job-boards.greenhouse.io/neuraflash/jobs/5978041004	2026-04-30	websearch	Quality Assurance Lead	NeuraFlash	added
https://job-boards.greenhouse.io/machinifyinc/jobs/4111848009	2026-04-30	websearch	Staff Automation Engineer QA	Machinify	added
https://jobs.lever.co/3pillarglobal/aa558efd-4a89-45df-810a-e183b6f3475f	2026-04-30	websearch	QA Lead-Contractor	3Pillar Global	added
https://jobs.lever.co/gohighlevel/b14addba-e132-4dfa-ba07-f69455ac13ae	2026-04-30	websearch	Lead SDET - AI	HighLevel	added
https://jobs.lever.co/smart-working-solutions/f90fd0c0-405a-4110-a243-3c27aeed84f4	2026-04-30	websearch	QA Automation Lead (Remote)	Smart Working Solutions	added
https://jobs.lever.co/smart-working-solutions/b2e18693-feea-49b7-a5ce-3d59efb81b1b	2026-04-30	websearch	QA Automation Lead EU	Smart Working Solutions	added
https://jobs.lever.co/xsolla/59018129-7412-4fb0-b7a2-aa8405635175	2026-04-30	websearch	Lead QA Engineer	Xsolla	added
https://jobs.lever.co/gohighlevel/ca4ef37c-f259-4b6b-8d28-c034feed8874	2026-04-30	websearch	Lead SDET - Lead Gen	HighLevel	added
https://jobs.lever.co/3pillarglobal/4b19cc7c-3252-408e-b384-40ab83407f4a	2026-04-30	websearch	Tech Lead - QA Engineer	3Pillar Global	added
https://jobs.lever.co/jobgether/7b753948-dfb7-4036-a09b-54ff6f176a70	2026-04-30	websearch	Lead QA Tester	Jobgether	added
https://job-boards.greenhouse.io/flex/jobs/4655636005	2026-04-30	websearch	Senior SDET	Flex	added
https://job-boards.greenhouse.io/rapidfortinc/jobs/4193607009	2026-04-30	websearch	Sr SDET / Sr QA Automation Engineer	RapidFort	added
https://job-boards.greenhouse.io/assystinc/jobs/4214576009	2026-04-30	websearch	Test Automation Engineer (SDET)	ASSYST	added
https://job-boards.greenhouse.io/entersekt/jobs/5844534004	2026-04-30	websearch	Senior Quality Engineer: Automation & Integration Testing	Entersekt	added
https://job-boards.greenhouse.io/quanata/jobs/5647318004	2026-04-30	websearch	Senior SDET, Data QA	Quanata	added
https://job-boards.greenhouse.io/santex/jobs/8504641002	2026-04-30	websearch	Senior QA Lead (Must: SDET Experience)	Santex	added
https://job-boards.greenhouse.io/mesh/jobs/5199190008	2026-04-30	websearch	Senior QA Automation Engineer	Mesh	added
https://job-boards.greenhouse.io/lifted/jobs/7689401003	2026-04-30	websearch	Contract: Senior Quality Assurance Engineer	Lifted	added
https://job-boards.greenhouse.io/launchpadtechnologiesinc/jobs/4617707006	2026-04-30	websearch	Senior QA Automation Engineer	Launchpad Technologies	added
https://jobs.lever.co/Clearer/21e0a71d-09a1-4f76-aafc-1739f17bba53	2026-05-03	websearch	Senior QA Automation Engineer	Clearer.io	added
https://jobs.lever.co/canarytechnologies/91a97aeb-357a-4ab8-9f98-997850b67d04	2026-05-03	websearch	Senior QA Engineer - Remote	Canary Technologies	added
https://job-boards.greenhouse.io/atriumcampus/jobs/4236188009	2026-05-03	websearch	Senior QA Automation & AI Testing Engineer	Atrium Campus	added
https://job-boards.greenhouse.io/externaljobboards/jobs/5978704004	2026-05-03	websearch	Senior Automation QA - Playwright	Exadel	added
https://job-boards.greenhouse.io/coderoad/jobs/4235759009	2026-05-03	websearch	Senior QA Automation Engineer	CodeRoad	added
https://jobs.lever.co/paytm/c3b0b23b-7e6c-4d93-95de-c6c20fadf212	2026-05-03	websearch	Senior QA Engineer - Mobile Apps/SDET	Paytm	skipped	On-site Noida dealbreaker
https://jobs.lever.co/jobgether/e133f812-210d-43d1-ac1a-8321f7c1eb55	2026-05-03	websearch	QA Automation Lead (Remote)	Jobgether	skipped	US-only restriction likely
2026-05-05	WebSearch fallback	12	11	1	Glean 4.5/5 Built In 4.3/5 Phaidra 4.1/5 Juniper Square 4.0/5	Greenhouse/Lever APIs 403; Playwright unavailable; WebSearch fallback
https://jobs.lever.co/jumpcloud/9443c3f5-d301-4276-b737-c1264dd3da9d	2026-05-08	websearch	Staff Quality Engineer - India	JumpCloud	added
https://jobs.lever.co/drivetrain/19a2250b-2c65-451b-b18c-e714aedacb36	2026-05-08	websearch	Lead SDET / QA Manager	Drivetrain	added
https://jobs.lever.co/asapp-2/8f11e60b-d1eb-4cdf-b6eb-c9d07142acd3	2026-05-08	websearch	Lead QA Engineer	ASAPP	added
https://jobs.lever.co/gohighlevel/3299d482-4ae7-4f34-abcf-3d1b01e58d38	2026-05-08	websearch	SDET III - AI Products	HighLevel	added
https://jobs.lever.co/jumpcloud/76000c5d-82c1-4615-a222-152ae9a3ea51	2026-05-08	websearch	Software Quality Engineer - India	JumpCloud	added
https://job-boards.greenhouse.io/simpplr/jobs/5620736004	2026-05-08	websearch	Senior SDET (Playwright + Javascript/Typescript)	Simpplr	added
https://job-boards.greenhouse.io/gomotive/jobs/8463895002	2026-05-08	websearch	Salesforce QA Automation Engineer	Motive	added
https://jobs.lever.co/Sprinto/151dd41f-692b-4c2f-a599-f5301e53b84b	2026-05-09	websearch	Lead SDET (SDET3)	Sprinto	added
https://jobs.lever.co/3pillarglobal/89c5ed3e-7079-47f7-b9c0-689a326a0f0b	2026-05-09	websearch	Technical Lead - Automation QA Engineer	3Pillar Global	added
https://jobs.lever.co/gohighlevel/4e72eacb-43c0-4f15-b09e-305ca2bbd963	2026-05-09	websearch	Lead SDET - CRM Core Modules	HighLevel	added
https://jobs.lever.co/insiderone/245dab2b-edba-4430-9a0c-0fe8ae486d72	2026-05-09	websearch	Software QA Team Lead	Insider One	added
https://job-boards.greenhouse.io/finitestate/jobs/5811251004	2026-05-09	websearch	QA Lead Engineer (AI-First)	Finite State	added
https://jobs.lever.co/jobgether/f9a23e1c-371e-44de-ab6a-29bc0907cf40	2026-05-09	websearch	Lead QA Engineer - Remote	Jobgether	added
https://job-boards.greenhouse.io/infotrust/jobs/7638318003	2026-05-09	websearch	Lead Quality Engineer - Automation	InfoTrust	added
https://jobs.lever.co/3pillarglobal/3c80997d-4786-412c-b9a4-c743a5a3cc79	2026-05-09	websearch	Senior SDET (Java/Angular/Playwright)	3Pillar Global	added
https://jobs.lever.co/bluesight/5668e24b-3143-4882-89fd-918bb24b3a20	2026-05-09	websearch	Senior SDET	Bluesight	added
https://jobs.lever.co/levelai/14c51acd-ccda-43d4-b2ad-6f6f1590d07c	2026-05-09	websearch	Senior SDET Engineer	Level AI	added
https://jobs.lever.co/jobgether/413b737c-41f6-4962-884b-977355c227db	2026-05-09	websearch	Senior SDET (India)	Jobgether	added
https://job-boards.greenhouse.io/vmlenterprisesolutions/jobs/8441196002	2026-05-09	websearch	Lead QA Engineer	VML Enterprise	skipped	On-site New Delhi; ad agency model
https://job-boards.greenhouse.io/tekion/jobs/7650937003	2026-05-09	websearch	Senior QA Engineer	Tekion	skipped	Chennai on-site; automotive niche
https://jobs.lever.co/jobgether/7ea8e016-35b5-46c5-8d00-2fbfbf8fa626	2026-05-09	websearch	QA Automation Engineer	Jobgether	skipped_level	Mid-level below threshold
https://jobs.lever.co/jobgether/3fc71f23-34b0-4ec7-b0cc-682d9a050cf1	2026-05-09	websearch	QA Engineer	Jobgether	skipped_level	Mid-level below threshold
https://jobs.lever.co/insiderone/7af7b270-7de3-4da2-8f21-14f605b30a93	2026-05-09	websearch	Senior Software QA Engineer	Insider One	skipped_dedup	Updated URL of existing #014 entry
https://jobs.lever.co/tala/87cbeaac-c5f8-4327-ad4c-aac5bc9abed3	2026-05-09	websearch	Senior SDET	Tala	skipped_dedup	Likely updated URL of existing Tala entry
https://job-boards.greenhouse.io/mesh/jobs/5199203008	2026-05-09	websearch	Senior QA Automation Engineer	Mesh	skipped_dedup	New job ID same company as #005 SKIP (on-site SF)
